"datasetName","decimalLongitude","decimalLatitude","depth","scientificName"
"obis",3.98375,43.12561,NA,"Carcharhinus longimanus"
"obis",9.94397,43.18491,NA,"Carcharhinus longimanus"
"obis",8.58411,43.014,NA,"Carcharhinus longimanus"
"obis",5.11119,43.21477,NA,"Carcharhinus longimanus"
"obis",1.25909,50.27416,NA,"Carcharhinus longimanus"
"obis",116.07,-20.17,NA,"Carcharhinus longimanus"
"obis",166.3916667,12.4033333,NA,"Carcharhinus longimanus"
"obis",4.2617,43.16639,NA,"Carcharhinus longimanus"
"obis",165.65844,-23.883078,NA,"Carcharhinus longimanus"
"obis",-144.81912,-17.84306,NA,"Carcharhinus longimanus"
"obis",3.75302,43.13908,NA,"Carcharhinus longimanus"
"obis",5.45716,41.27495,NA,"Carcharhinus longimanus"
"obis",7.2381,42.73814,NA,"Carcharhinus longimanus"
"obis",8.96511,41.4569,NA,"Carcharhinus longimanus"
"obis",6.44935,40.55372,NA,"Carcharhinus longimanus"
"obis",7.45676,42.02713,NA,"Carcharhinus longimanus"
"obis",4.14258,43.46299,NA,"Carcharhinus longimanus"
"obis",164.255748,-21.75178,NA,"Carcharhinus longimanus"
"obis",3.56219,42.86988,NA,"Carcharhinus longimanus"
"obis",163.729793,-20.603665,NA,"Carcharhinus longimanus"
"obis",8.50479,43.04419,NA,"Carcharhinus longimanus"
"obis",168.2033,-29.175,75,"Carcharhinus longimanus"
"obis",6.91995,40.98066,NA,"Carcharhinus longimanus"
"obis",166.1183,-29.4792,90,"Carcharhinus longimanus"
"obis",8.96069,44.3213,NA,"Carcharhinus longimanus"
"obis",8.56426,41.30749,NA,"Carcharhinus longimanus"
"obis",4.0853,43.36714,NA,"Carcharhinus longimanus"
"obis",166.696738,-24.038742,NA,"Carcharhinus longimanus"
"obis",3.54948,43.19533,NA,"Carcharhinus longimanus"
"obis",8.43767,43.06969,NA,"Carcharhinus longimanus"
"obis",177.51667,-37.1,NA,"Carcharhinus longimanus"
"obis",-125.7166667,8.2666667,NA,"Carcharhinus longimanus"
"obis",161.831257,-21.443767,NA,"Carcharhinus longimanus"
"obis",179,-38.61667,NA,"Carcharhinus longimanus"
"obis",8.22998,43.5014,NA,"Carcharhinus longimanus"
"obis",3.23183,43.07686,NA,"Carcharhinus longimanus"
"obis",6.46742,40.49883,NA,"Carcharhinus longimanus"
"obis",174.266667,-35.153333,NA,"Carcharhinus longimanus"
"obis",175.23333,-35.1,NA,"Carcharhinus longimanus"
"obis",0.42095,49.86851,NA,"Carcharhinus longimanus"
"obis",165.510212,-23.587805,NA,"Carcharhinus longimanus"
"obis",145.815,-5.202,NA,"Carcharhinus longimanus"
"obis",175.23333,-35.03333,NA,"Carcharhinus longimanus"
"obis",-141.7833333,7.7333333,NA,"Carcharhinus longimanus"
"obis",5.54608,41.03759,NA,"Carcharhinus longimanus"
"obis",6.236,42.84185,NA,"Carcharhinus longimanus"
"obis",175.1667,-34.97,NA,"Carcharhinus longimanus"
"obis",174.1478,-35.1529,NA,"Carcharhinus longimanus"
"obis",10.62936,42.8284,NA,"Carcharhinus longimanus"
"obis",90,10,NA,"Carcharhinus longimanus"
"obis",8.43058,42.00137,NA,"Carcharhinus longimanus"
"obis",7.9211,42.30111,NA,"Carcharhinus longimanus"
"obis",3.98827,42.18309,NA,"Carcharhinus longimanus"
"obis",167.193802,-24.867515,NA,"Carcharhinus longimanus"
"obis",18.417,-34.35,NA,"Carcharhinus longimanus"
"obis",5.10695,42.74356,NA,"Carcharhinus longimanus"
"obis",5.61239,42.85365,NA,"Carcharhinus longimanus"
"obis",7.90087,41.33976,NA,"Carcharhinus longimanus"
"obis",5.45191,41.28806,NA,"Carcharhinus longimanus"
"obis",-111,27,NA,"Carcharhinus longimanus"
"obis",-139.45468,-10.41463,NA,"Carcharhinus longimanus"
"obis",5.69916,41.02733,NA,"Carcharhinus longimanus"
"obis",163.247795,-22.729485,NA,"Carcharhinus longimanus"
"obis",179.05,-38.68333,NA,"Carcharhinus longimanus"
"obis",-115.0333333,7.1166667,NA,"Carcharhinus longimanus"
"obis",3.6287,43.11349,NA,"Carcharhinus longimanus"
"obis",5.41837,43.05846,NA,"Carcharhinus longimanus"
"obis",3.45292,42.32577,NA,"Carcharhinus longimanus"
"obis",176.7964,-36.1709,NA,"Carcharhinus longimanus"
"obis",116.583,-8.75,NA,"Carcharhinus longimanus"
"obis",162.217347,-22.030828,NA,"Carcharhinus longimanus"
"obis",3.35324,43.00496,NA,"Carcharhinus longimanus"
"obis",162.920897,-22.09759,NA,"Carcharhinus longimanus"
"obis",5.497663,41.899775,NA,"Carcharhinus longimanus"
"obis",164.81782,-21.411258,NA,"Carcharhinus longimanus"
"obis",9.07627,42.9901,NA,"Carcharhinus longimanus"
"obis",116.733,20.717,11,"Carcharhinus longimanus"
"obis",166.3875,-22.208708,NA,"Carcharhinus longimanus"
"obis",5.42614,40.45486,NA,"Carcharhinus longimanus"
"obis",3.97539,42.82294,NA,"Carcharhinus longimanus"
"obis",9.84838,43.21783,NA,"Carcharhinus longimanus"
"obis",161.722995,-21.45267,NA,"Carcharhinus longimanus"
"obis",3.49615,43.20284,NA,"Carcharhinus longimanus"
"obis",7.56793,41.66034,NA,"Carcharhinus longimanus"
"obis",163.512298,-19.205607,NA,"Carcharhinus longimanus"
"obis",-120.6666667,4.0166667,NA,"Carcharhinus longimanus"
"obis",4.93712,43.09713,NA,"Carcharhinus longimanus"
"obis",-115.0166667,25.5666667,NA,"Carcharhinus longimanus"
"obis",4.0251,43.08601,NA,"Carcharhinus longimanus"
"obis",-177.954923,-14.349973,NA,"Carcharhinus longimanus"
"obis",8.54387,41.29586,NA,"Carcharhinus longimanus"
"obis",6.96711,42.47485,NA,"Carcharhinus longimanus"
"obis",3.25741,42.6546,NA,"Carcharhinus longimanus"
"obis",4.51165,43.31886,NA,"Carcharhinus longimanus"
"obis",6.68797,42.62101,NA,"Carcharhinus longimanus"
"obis",168.2033,-29.1467,77,"Carcharhinus longimanus"
"obis",-141.41635,-9.56831,NA,"Carcharhinus longimanus"
"obis",5.10571,41.48686,NA,"Carcharhinus longimanus"
"obis",-139.7666667,16.5416667,NA,"Carcharhinus longimanus"
"obis",5.39224,41.44588,NA,"Carcharhinus longimanus"
"obis",-112.4666667,19.0166667,NA,"Carcharhinus longimanus"
"obis",-152.16162,-16.27907,NA,"Carcharhinus longimanus"
"obis",3.98882,42.17115,NA,"Carcharhinus longimanus"
"obis",3.21616,43.0848,NA,"Carcharhinus longimanus"
"obis",167.05236,-23.223928,NA,"Carcharhinus longimanus"
"obis",6.46112,42.86636,NA,"Carcharhinus longimanus"
"obis",-138.89122,-8.10159,NA,"Carcharhinus longimanus"
"obis",152.183,-32.716,NA,"Carcharhinus longimanus"
"obis",164.008248,-21.574545,NA,"Carcharhinus longimanus"
"obis",5.96497,41.66677,NA,"Carcharhinus longimanus"
"obis",150.54,-10.38,NA,"Carcharhinus longimanus"
"obis",5.4758,41.23162,NA,"Carcharhinus longimanus"
"obis",3.99477,41.93558,NA,"Carcharhinus longimanus"
"obis",6.19489,42.85899,NA,"Carcharhinus longimanus"
"obis",5.0351,43.03059,NA,"Carcharhinus longimanus"
"obis",3.95666,43.46502,NA,"Carcharhinus longimanus"
"obis",164.038085,-21.55889,NA,"Carcharhinus longimanus"
"obis",10.2069,43.31707,NA,"Carcharhinus longimanus"
"obis",9.8313,43.87048,NA,"Carcharhinus longimanus"
"obis",166.839573,-20.640367,NA,"Carcharhinus longimanus"
"obis",7.65573,41.37057,NA,"Carcharhinus longimanus"
"obis",165.106645,-20.633623,NA,"Carcharhinus longimanus"
"obis",5.75035,42.55051,NA,"Carcharhinus longimanus"
"obis",3.28427,42.90308,NA,"Carcharhinus longimanus"
"obis",175.26667,-34.93333,NA,"Carcharhinus longimanus"
"obis",8.85869,42.72469,NA,"Carcharhinus longimanus"
"obis",5.56546,41.133,NA,"Carcharhinus longimanus"
"obis",7.59059,41.58449,NA,"Carcharhinus longimanus"
"obis",7.49506,41.90127,NA,"Carcharhinus longimanus"
"obis",42.5,-20,NA,"Carcharhinus longimanus"
"obis",3.66399,42.47814,NA,"Carcharhinus longimanus"
"obis",176.7997,-36.1673,NA,"Carcharhinus longimanus"
